NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT00656149,In-home Telerehabilitation for Quadriplegic Hand Function,https://clinicaltrials.gov/study/NCT00656149,SCI-IHT,COMPLETED,"1. To evaluate improvements in hand function in stable, cervical spinal cord injured (SCI) subjects treated with functional electrical stimulation (FES)-assisted exercise;
2. To compare the information obtained from existing qualitative and quantitative hand function tests with newly developed tests of sensorimotor performance.

Hypotheses:

1. the performance of tasks representative of activities of daily living (ADL) will improve with daily tele-supervised exercise of the affected hand.
2. The improvements will be greater in one exercise protocol than the other, the protocols being a) FES-assisted exercise on a workstation, b) cyclical FES, weight training and precision tasks.
3. Scores derived from quantitative data obtained from sensors on the workstation will correlate with the qualitative scores of the primary outcome measure, the ARAT hand function test.",NO,Spinal Cord Injury|Quadriplegia|Tetraplegia,PROCEDURE: Telerehabilitation of hand function|PROCEDURE: Conventional exercise therapy,"Action Research Arm Test, every 2 weeks during therapy","Transcranial magnetic stimulation, every 2 weeks during therapy",,University of Alberta,International Spinal Research Trust|Alberta Heritage Foundation for Medical Research,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,13,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",SCI-IHT|ISRT-G700000249 PY107,2007-05,2010-12,2010-12,2008-04-10,,2017-01-12,"Centre for Neuroscience, University of Alberta, Edmonton, Alberta, T6C1M8, Canada",
NCT00082342,Transcranial Direct Current Stimulation to Treat Symptoms of Parkinson's Disease,https://clinicaltrials.gov/study/NCT00082342,,COMPLETED,"This study will examine the effects of transcranial direct current stimulation (tDCS) on gait (walking) problems and rigidity in patients with Parkinson's disease. tDCS is a method of brain stimulation that may be able to change the electrical activity of the nerves of the brain, possibly causing Parkinson's disease symptoms to improve.

Patients between 40 and 80 years of age with moderately severe Parkinson's disease whose main symptoms are problems with walking, including freezing, or rigidity, may be eligible for this study. Candidates must be taking Sinemet or another L-DOPA drug and not have too much tremor.

Participants will be assigned to receive either real or sham (placebo) tDCS. Both groups will have eight treatments over 3-1/2 weeks. For the tDCS, electrodes are placed on wet pads on the scalp. An electrical current passes through the electrodes, travels through the scalp and skull, and causes small electrical currents in the cortex-the outer part of the brain. Participants will have a neurological examination, including an evaluation of walking, just before and just after each tDCS session. Patients' motor function will be re-evaluated at 1, 3, and 6 months after the last tDCS treatment.

...",YES,Parkinson Disease,DEVICE: Phoressor II (IOMED)|DEVICE: Phoressor II (IOMED),"Gait Speed Before and After Real and Sham tDCS., Gait speed was measured by the time it took the subject to walk 10m. Subjects were instructed to walk at a fast pace without taking the risk of falling, wearing the same shoes and using assistive devices consistently if needed. Gait speed was measured at baseline and post-tDCS., baseline, 1 day post, 1 month post, 3 months post-tDCS","UPDRS Total Scores Before and After Real tDCS Course and After Sham tDCS Course., The Total Unified Parkinson's Disease Rating Scale (UPDRS) is an overall clinical rating scale that quantifies the signs and symptoms of Parkinson's disease. The total UPDRS score was obtained from subject examination, subject interviews and questionnaires. The UPDRS encompasses measurement of mentation, behavior, mood, activities of daily living and motor skills. The total UPDRS scores ranges from 0 (not affected) to 176 (most severely affected). The UPDRS was administred at baseline and at 1 day post, 1 month post, and 3 months post tDCS or sham, while on medication and off medication., baseline, 1 day post, 1 month post, 3 months post-tDCS|UPDRS Motor Scores Before and After Real tDCS Course and After Sham tDCS Course., The Motor Unified Parkinson's Disease Rating Scale (UPDRS) includes only the motor assessment of the UPDRS (Part III) and examines speech, facial expression, tremor at rest, action tremor, rigidity, finger taps, hand movements, hand pronation and supination, leg agility, arising from chair, posture, gait, postural stability and body bradykinesia. The scores range from 0 (no motor impairment) to 108 (severe motor impairment). The Motor UPDRS was administred at baseline and at 1 day post, 1 month post, and 3 months post tDCS or sham. Subjects were assessed on medication and off medication., baseline, 1 day post, 1 month post, and 3 months post real and sham tDCS|Bradykinesia Measure Before and After Real and Sham tDCS., Bradykinesia refers to the slowness in executing a movement. Bradykinesia was assessed by measuring the time in seconds it takes to do the following sequence, 10 times: 1) hand closing and opening while squeezing a ball 2) elbow flexion 3) hand closing and opening, and 4) elbow extension. Subjects were allowed to practice these hand and arm movements until performance appeared not to get faster, and then were abstained from further practice to minimize learning effects. The time it takes subjects to execute the entire sequence 10 times with either the left or right arm/hand was measured. Means are reported for each group., baseline, 1 day post, 1 month post, 3 months post tDCS",,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,"ADULT, OLDER_ADULT",PHASE2,25,NIH,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",030116|03-N-0116,2003-03,2009-02,,2004-05-06,2012-08-31,2012-12-27,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States",
NCT04787406,Motor Learning and tDCS in Parkinson's Disease,https://clinicaltrials.gov/study/NCT04787406,,COMPLETED,The present study sought to examine the efficacy of single session transcranial direct current stimulation applied over the primary motor cortex in people with Parkinson's disease on sequential motor learning performance.,NO,Parkinson Disease,DEVICE: Transcranial direct current stimulation,"Change from baseline sequential finger tapping performance, A skill index reflecting the accuracy and speed of which participants perform a specified finger tapping sequence., Two assessments: Baseline / pre-intervention, and immediately post-intervention|Change from baseline oxygenated haemoglobin response, Task related changes of oxygenated haemoglobin as measured using functional near-infrared spectroscopy., Two assessments: Baseline / pre-intervention, and immediately post-intervention|Change from baseline shape-counting error, The percentage of shape counting error during dual task assessments. Sequential finger tapping + visual shape counting task., Two assessments: Baseline / pre-intervention, and immediately post-intervention",,,The Hong Kong Polytechnic University,,ALL,"ADULT, OLDER_ADULT",NA,33,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",HSEARS20181226002,2019-01-07,2019-09-27,2019-09-27,2021-03-08,,2021-08-26,"The Hong Kong Polytechnic University, Hong Kong, Hung Hom, Hong Kong",
NCT03635775,Single-session tDCS in Cerebral Palsy,https://clinicaltrials.gov/study/NCT03635775,,COMPLETED,"The goal of this study is to characterize individual responses to a single application of transcranial direct current stimulation (tDCS) in children with unilateral cerebral palsy (UCP), and to test which electrode configuration produces changes in brain excitability and motor function. Participants with UCP, ages 7-21 years, will be assigned to one of four tDCS groups. Using single-pulse transcranial magnetic stimulation, the investigators will assess cortical excitability before and at regular intervals up to 1 hour following tDCS. The knowledge gained from this study will advance the field through more targeted approaches of neuromodulatory techniques in this population and others, using individual characteristics to guide optimal treatment",YES,Cerebral Palsy|Perinatal Stroke|Periventricular Leukomalacia,DEVICE: Active tDCS|DEVICE: Sham tDCS,"Change in Motor Evoked Potential Amplitude, Motor evoked potential is a measure of cortical excitability using transcranial magnetic stimulation. MEP is measured as the amplitude of electrical activity from finger muscles. Outcome is reported as the percent change in MEP amplitude from pre-intervention to immediately post-intervention., approximately 5 minutes","Change in Movement Accuracy, Finger tracking was measured using an instrumented goniometer that recorded finger position, which was then used to control a cursor on a laptop computer. The outcome is reported as the percent change in accuracy from pre-intervention to 60 minutes post-intervention., Approximately 1 hours",,University of Minnesota,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),ALL,"CHILD, ADULT",NA,20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",STUDY00002820|P2CHD086844|K01HD078484,2018-05-01,2020-02-21,2020-02-21,2018-08-17,2021-02-03,2021-04-13,"Samuel Nemanich, Minneapolis, Minnesota, 55407, United States","Informed Consent Form, https://storage.googleapis.com/ctgov2-large-docs/75/NCT03635775/ICF_000.pdf|Study Protocol and Statistical Analysis Plan, https://storage.googleapis.com/ctgov2-large-docs/75/NCT03635775/Prot_SAP_001.pdf"
NCT03369613,Transcranial Electrical Stimulation for Cervical Dystonia,https://clinicaltrials.gov/study/NCT03369613,,COMPLETED,"There are two phases.

Phase I: A single visit which includes a screening, clinical scales, and a MRI scan with simultaneous tES/sham tES in a randomized block design. Enrolls both Cervical Dystonia (CD) patients and healthy controls.

Phase II: 5 consecutive days of 30-90 min visits to campus for tES or sham tES. Transcranial magnetic stimulation (TMS) measures and clinical scales will also be included on Day 1 and Day 5 visits. Enrolls only CD patients.",NO,Primary Cervical Dystonia,DEVICE: transcranial electrical stimulation,"Phase I: A change in brain functional connectivity in primary cervical dystonia, A change in mean functional connectivity between the pallidum and putamen during a resting state in CD patients during inhibitory tACS targeting the sensorimotor network., Day 1|Phase II: Improvement in Toronto Western Spasmodic Torticollis Rating Scale (TWSTRS) score, A change in TWSTRS scores following five daily sessions of inhibitory tACS., Day 1, Day 5",,,"University of Colorado, Denver",,ALL,"ADULT, OLDER_ADULT",NA,36,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",17-1322,2017-10-27,2021-09-20,2021-09-20,2017-12-12,,2022-04-25,"University of Colorado Denver, Aurora, Colorado, 80045, United States",
NCT01615718,Non-invasive Neurostimulation in Parkinson's Disease,https://clinicaltrials.gov/study/NCT01615718,,COMPLETED,"In this study, the investigators aim to investigate the effects of non-invasive neurostimulation - low-intensity transcranial electrical stimulation in conjunction with transcranial ultrasound (TUS)- on the motor symptoms associated with Parkinson's disease. The investigators want to see if there is a difference between active and sham stimulation on these motor symptoms.",NO,Parkinson's Disease,PROCEDURE: low-intensity transcranial electrical stimulation|PROCEDURE: transcranial ultrasound,"Changes in Motor Function, We will measure motor symptoms using the Unified Parkinson's Disease Rating Scale (UPDRS), bradykinesia tests and walking tests. We will assess the changes in these scales from baseline., Measured for approximately 2 months","Safety, We will measure safety using a battery of electrophysiology, cognitive and neurological safety markers. We will use the Scales for Outcomes in PD-Cognitive (SCOPA-COg), the n-back working memory test, adverse effects questionnaire, electroencephalography (EEG) and a standardized neurological exam, Measured for approximately 2 months|Neurophysiological Changes, We will also use transcranial magnetic stimulation (TMS) and Doppler Ultrasound to assess electrophysiology and cerebral bloodflow markers., Measured for approximately 2 months",,Spaulding Rehabilitation Hospital,"National Institute of Neurological Disorders and Stroke (NINDS)|Highland Instruments, Inc.",ALL,"ADULT, OLDER_ADULT",NA,48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2012-p-001120|1R44NS080632-01,2013-09,2019-04,2019-04,2012-06-11,,2021-01-27,"Spaulding Rehabilitation Hospital, Boston, Massachusetts, 02144, United States",
NCT05625620,Cerebellar-spinal Transcranial Pulsed Current Stimulation (tPCS) for Treatment of Neurodegenerative Ataxia,https://clinicaltrials.gov/study/NCT05625620,tPCS,RECRUITING,"Neurodegenerative ataxia represents a group of disabling diseases. Patients mainly present with imbalance during walking, speech problem and difficulty in co-ordination during working with hands. No effective treatment is currently available for them. Currently, studies are going on the effectiveness of noninvasive brain stimulation (NIBS) in neurodegenerative diseases. It is a mode of brain stimulation technique where current is delivered into the brain by placing electrodes into their scalp. Transcranial pulsed current stimulation (tPCS) is a new modality of NIBS. . The clinical benefit observed after a single session of tPCS in 15 patients with neurodegenerative ataxia, suggest that prolonged stimulation could be even more effective. The investigator have planned to study the efficacy of long-term tPCS in these patients of neurodegenerative ataxia.

Patients will be first examined clinically by the researcher along with the Scale for the Assessment and Rating of Ataxia (SARA) and Cerebellar Cognitive Affective Syndrome Scale (CCAS). Upper limb motor function, speech and Gait will be assessed according to the established protocol.

After the screening visit and inclusion, all patients will be randomized into daily cerebello- spinal tPCS or sham stimulation.

Anodal stimulation will be used for cerebellum and cathodal stimulation for the spinal stimulation. 20 min of non-invasive stimulation will be given via tPCS either real or sham stimulation. Patients will be trained and tolerability and ability to self-administer tPCS at home will be determined. Patients will continue tPCS at home 20 min daily for 2 weeks (7 days/week for 2 weeks). Assessments will be carried out 2 weeks after the first intervention (either real or sham tPCS).Then, patients will be reassessed at 1-month and 3-months follow-ups. After a washout period of 3 months since the last visit, each patient will receive the opposite treatment and undergo the same standardized assessment as in the first phase.",NO,Cerebellar Ataxia,DEVICE: Active Transcranial Pulse Current Stimulation|DEVICE: Sham Transcranial Pulse Current Stimulation,"Change in the Scale for the Assessment and Rating of Ataxia (SARA) Score From Baseline after 2-week/daily tPCS, The investigators will evaluate the effectiveness of tPCS in patients of neurodegenerative ataxia applying the Scale for the Assessment and Rating of Ataxia (SARA) pre and post stimulation. The scale is for assessing severity of ataxia, that consists of assessment of gait, stance, sitting, speech, finger chase, finger to nose test, fast alternating hand movement, heel-shin test. The total score ranges from 0( no ataxia) to 36(most severe ataxia)., Baseline - 2 weeks - 1 month - 3 months","Changes in spatiotemporal gait measures using objective gait analysis, The investigators will use Zeno Walkway Gait carpet and the spatiotemporal details of the gait will be analyzed by ProtoKinetics Movement Analysis Software (PKMAS) software, pre and post stimulation, Baseline - 2 weeks - 1 month - 3 months|Change in speech, The investigators will use standardized speech protocol pre and post stimulation to assess speech, Baseline - 2 weeks - 1 month - 3 months|Change in upper limb co-ordination, The investigators will use KinArm pre and post stimulation to have objective measurement of upper limb co-ordination, Baseline - 2 weeks - 1 month - 3 months|Change in the Cerebellar cognitive affective syndrome (CCAS) Scale From Baseline, CCAS/Schmahmann syndrome scale: 120 point scale, yielding a total score of 0 (most severe cognitive impairment) to 120 (no cognitive impairment)., Baseline - 2 weeks - 1 month - 3 months",,"Western University, Canada",,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,121665,2023-01,2024-06,2024-12,2022-11-23,,2022-11-23,"London Health Sciences Centre, London, Ontario, N6A 5A5, Canada",
NCT02441985,rTMS Therapy for Primary Orthostatic Tremor,https://clinicaltrials.gov/study/NCT02441985,,COMPLETED,"Primary orthostatic tremor(POT) is a rare progressive functionally disabling tremor disorder. The characteristic features of POT are symptoms of unsteadiness in legs reported by patients when they are standing and improvement of symptoms upon walking and sitting. Due to the limited success of other treatment options there is a clear merit in continuing efforts to explore and investigate novel treatment modalities. Transcranial magnetic stimulation (TMS) is a well-established physiological tool to understand brain function. When repetitious TMS pulses are delivered to a specific target at predefined stimulation parameters, it is referred to as rTMS therapy.The investigators propose a novel approach to investigate the clinical and physiological effects of low frequency rTMS therapy in POT. The overarching hypothesis of this study is that low frequency rTMS therapy delivered to the cerebellum will modulate the cerebellar excitability and result in clinical improvements.In order to determine the physiological effects related to rTMS, the tremor physiology will also be recorded with surface electromyography (EMG). The investigator will also record the changes in cerebellum excitability in response to rTMS using cerebello-cortical inhibition (CBI), a well-established TMS parameter.",NO,Primary Orthostatic Tremor,"DEVICE: Magstim RapidStim2|DEVICE: Sham Magstim RapidStim2|OTHER: Fahn-Tolosa-Marin Tremor Rating Scale (TRS)|OTHER: Timed ""Up & Go"" Test (TUG) test|OTHER: 10m walk test|OTHER: Tremor electrophysiology|OTHER: Cerebellar-brain Inhibition (CBI)","Fahn-Tolosa-Marin Tremor Rating Scale (TRS), Part A assesses examiner-reported tremor location/severity (amplitude), Part B assesses examiner-reported ability to perform specific motor tasks/functions (writing, drawing, and pouring with dominant and non-dominant hand), and Part C assesses patient-reported functional disability resulting from the tremor (speaking, eating, drinking, hygiene, dressing, writing, working, and social activities).All tremor items will be rated based on a scale of 0=none to 4=severe. Finally, the TRS includes one separate item dealing with global assessment of tremor-related disability, rated both by patient and examiner on a 5-point scale. For outcome analysis, total tremor score and leg tremor score (derived from leg motor item on the scale) will be recorded. For the outcome assessment the test will be videotaped and scored by a blind rater., Day 1|Timed ""Up & Go"" Test (TUG) test, The TUG is a mobility test that is used to measure the basic mobility skills and gait speed of people who have neurological conditions. It includes a sit-to-stand component as well as walking 3 m, turning, and returning to the chair. People perform these tasks using regular footwear and customary walking aids. The measured outcome is the time in seconds to complete the entire sequence. For the outcome assessment the test will be videotaped and scored by a blind rater., Day 1|10m walk test, In this test, subjects are instructed to walk 10m distance and timed. The speed of walking is determined as the distance covered (10m) divided by the amount of time needed to cover the distance. For the outcome assessment the test will be videotaped and scored by a blind rater., Day 1","Tremor electrophysiology, POT tremors will be recorded on the surface EMG for amplitude and power spectral frequency analysis. The investigator will use Bagnoli EMG system and Trigno wireless EMG system to record the surface EMG signals arising from muscles and the accelerometer findings respectively.Tremor amplitude and frequencies will be calculated with the surface EMG using Bagnoli system and accelerometry recorded using Trigno system., Day 1|TMS measure, Cerebellar inhibition (CBI) will be recorded which is a well-established TMS measure. A paired pulse protocol will be used with right cerebellar stimulation as the conditioning stimulus, (cerebellar conditioning stimulus or CCS) and left motor cortex stimulation (M1) as the test stimulus (TS). The investigator will determine the 'TS 0.5mV' which will indicate a stimulator setting (determined to the nearest 1% of the maximum stimulator output) that produces a peak-to-peak MEP amplitude of ≥0.5mV in at least five out of 10 trials. Interstimulus intervals (ISI) of 3 to 8 milliseconds at increment of 1 millisecond will be tested. Each run will consist of 10 trials of each of the paired stimuli (CCS-TS) and 10 trials of TS alone delivered in random order. Inhibition trial will be expressed as a ratio of mean conditioned to mean unconditioned MEP amplitude for each subject., Baseline to 60 Minutes",,University of Florida,National Organization for Rare Disorders|Neuronetics,ALL,"ADULT, OLDER_ADULT",NA,11,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",IRB201500347,2015-08,2019-01-08,2019-01-08,2015-05-12,,2019-07-02,"Center for Movement Disorders and Neurorestoration, Gainesville, Florida, 32607, United States",
NCT04527809,Transcranial Direct Current Stimulation (tDCS) and Virtual Reality Task in Parkinson Disease,https://clinicaltrials.gov/study/NCT04527809,,UNKNOWN,"A double-blinded randomized controlled trial will be conducted, and all the participants will undertake one session of non-immersive VR tasks and tDCS-active or tDCS-sham. It will be a cross-sectional protocol. All protocol will have the assessment of Autonomic Nervous System, through Heart Rate Variability Analysis.",NO,Parkinson Disease,DEVICE: tDCS-active|DEVICE: tDCS-sham,"Motor skills improvement, The motor skills will be analyzed through the games developed specifically for analysis of motor skills, such as (interception skills, speed, accuracy and reaction time)., 8 weeks.","Heart Rate Variability, The HRV will be analyzed at rest (20 minutes), during active/sham-tDCS (20 minutes) and during recover from the intervention (10 minutes)., 8 weeks.",,University of Sao Paulo,,ALL,"ADULT, OLDER_ADULT",NA,54,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",02908218.0.0000.5390,2019-07-01,2020-03-01,2020-11-01,2020-08-27,,2020-08-27,"School of Arts, Sciences and Humanities of the University of Sao Paulo, Sao Paulo, São Paulo, 03828000, Brazil",
NCT02734485,Deep TMS for the Treatment of Patients With Parkinson's Disease and Progressive Supranuclear Palsy,https://clinicaltrials.gov/study/NCT02734485,DeepTMSPARK,COMPLETED,"Background: Progressive supranuclear palsy (PSP) is a rare neuro-degenerative disease, counted among atypical parkinsonism (AP). Medical treatment and rehabilitation are extremely limited in AP, therefore it would be very useful to find new ways to improve motor and non motor symptoms in PSP. The Brainway Deep Transcranial magnetic stimulation (DTMS) is a new technology of TMS using a particular coil, i.e. H-coil, able to stimulate deeper regions of the brain. Only few studies in literature have evaluated the efficacy of DTMS in Parkinson's Disease and parkinsonism; in particular in PSP patients, a case report showed an improvement in language.",NO,Progressive Supranuclear Palsy|Parkinson's Disease,DEVICE: active Deep TMS|DEVICE: sham Deep TMS,"Change in PSP rating scale total score between baseline evaluations (T0 orT2) and end of treatment (T1 or T3), Clinical measures were summarized as means and standard deviations for all the 19 patients and stratified by treatment (active and sham) and evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation: T1 for first period, T3 for second period)., evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation (after four weeks of treatment): T1 for first period, T3 for second period).","Change in MoCA total score between baseline evaluations (T0 orT2) and end of treatment (T1 or T3), Clinical measures were summarized as means and standard deviations for all the 19 patients and stratified by treatment (active and sham) and evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation: T1 for first period, T3 for second period)., evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation (after four weeks of treatment): T1 for first period, T3 for second period|Change in PDQ 39 total score between baseline evaluations (T0 orT2) and end of treatment (T1 or T3), Clinical measures were summarized as means and standard deviations for all the 19 patients and stratified by treatment (active and sham) and evaluation time, evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation (after four weeks of treatment): T1 for first period, T3 for second period|Change in NMS total score between baseline evaluations (T0 orT2) and end of treatment (T1 or T3), Clinical measures were summarized as means and standard deviations for all the 19 patients and stratified by treatment (active and sham) and evaluation time, evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation (after four weeks of treatment): T1 for first period, T3 for second period|Change in Hamilton rating scale for depression total score between baseline evaluations (T0 orT2) and end of treatment (T1 or T3), Clinical measures were summarized as means and standard deviations for all the 19 patients and stratified by treatment (active and sham) and evaluation time, evaluation time (pre-stimulation: T0 for first period, T2 for second period; post-stimulation (after four weeks of treatment): T1 for first period, T3 for second period",,IRCCS San Raffaele Roma,,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",RP 16/13,2013-10,2014-09,2014-09,2016-04-12,,2023-06-26,"Irccs San Raffaele Pisana, Rome, 00163, Italy",
NCT04759898,Direct Measurement of Motor Cortical Responses to tDCS,https://clinicaltrials.gov/study/NCT04759898,,ENROLLING_BY_INVITATION,"Transcranial direct current stimulation (tDCS) has shown the potential to improve symptoms in patients with movement deficits, such as Parkinson's disease and chronic stroke. However, the effects of tDCS have so far not been proven on a wider scale due to lack of knowledge regarding exactly how tDCS works. This has limited the adoption of this potentially useful therapy for patients with Parkinson's disease, chronic stroke and other conditions affecting movement. The investigators hypothesize that by studying the effects of tDCS in subjects performing a motor task, the brain signals mediating improvements in motor control will be identified. The investigators will use both noninvasive and invasive methods to explore this hypothesis. The investigators expect this combined approach to broaden understanding of tDCS application in conditions affecting movement and possibly lead to therapeutic advances in these populations.",NO,Parkinson Disease|Chronic Stroke,DEVICE: transcranial direct current stimulation (noninvasive recording)|DEVICE: sham transcranial direct current stimulation (noninvasive recording)|DEVICE: transcranial direct current stimulation (invasive recording),"Change in primary motor cortical (PriMC) beta oscillations during cued arm reaching in relation to anodal tDCS activation, EEG is used to track beta spectral power during a cued motor task in conjuction with transcranial direct current stimulation or sham, Subjects will undergo baseline EEG recording 5 min before tDCS starts, during tDCS (5 min after stimulation starts) and 5 min after tDCS stimulation ends. Measurements will be made similarly during sham stimulation.|Change in primary motor cortical (PriMC) beta oscillations during arm flexion in relation to anodal tDCS activation, ECoG is used to track beta spectral power during an arm flexion task in conjuction with transcranial direct current stimulation, Subjects will undergo baseline ECoG recording 5 min before tDCS starts, during tDCS (5 min after stimulation starts) and 5 min after tDCS stimulation ends. Measurements will be made similarly during sham stimulation.",,,Medical University of South Carolina,,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,00073545,2021-01-01,2024-01-01,2024-01-01,2021-02-18,,2023-05-11,"Medical University of South Carolina, Charleston, South Carolina, 29425, United States",
NCT03227783,The Effect of Transcranial Direct Current Stimulation (tDCS) on Depression in PD,https://clinicaltrials.gov/study/NCT03227783,,UNKNOWN,"Depression is common in Parkinson's disease (PD), but the effective treatment is not established yet. tDCS is a non-invasive brain stimulation to modulate brain function. The tDCS on the depression in general population were already conducted, but not in PD. This study is to know whether transcranial direct current stimulation (tDCS) is effective for the treatment of depression in PD. Participant will be asked to visit three consecutive days for the non-invasive stimulation.",NO,Parkinson's Disease,DEVICE: transcranial direct current stimulation (tDCS),"BDI score, The changes of Beck depression inventory after tDCS, (1) before the1st visit (within one month) (2) right after the 3rd tDCS (3) within one months after the 3rd tDCS","HDRS score, The changes of Hamilton Depression Rating Scale after tDCS, (1) before the 1st visit (within one month) (2) right after 3rd tDCS, within 24 hours (3) within one months after the 3rd tDCS|MADRS score, The changes of Mongomery-Asberg Depression Rating Scale after tDCS, (1) before the 1st visit (within one month) (2) right after the 3rd tDCS, within 24 hours (3) within one months after 3rd tDCS|resting state functional MRI, The changes of resting state functional MRI after tDCS, (1) before the 1st visit (within one month) (2) after the 3rd tDCS, within 24 hours (on the same day as the 3rd tDCS)",,Inje University,,ALL,"ADULT, OLDER_ADULT",NA,26,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",17-0051,2019-02,2020-12,2021-12,2017-07-24,,2018-10-23,"Inje university, Busan Paik Hospital, Busan, Korea, Republic of",
